,texture_contrast_nondir_post1,texture_contrast_nondir_post2,texture_contrast_nondir_post3,texture_contrast_nondir_post4,texture_correlation_nondir_post1,texture_correlation_nondir_post2,texture_correlation_nondir_post3,texture_correlation_nondir_post4,texture_diffentropy_nondir_post1,texture_diffentropy_nondir_post2,texture_diffentropy_nondir_post3,texture_diffentropy_nondir_post4,texture_diffvariance_nondir_post1,texture_diffvariance_nondir_post2,texture_diffvariance_nondir_post3,texture_diffvariance_nondir_post4,texture_energy_nondir_post1,texture_energy_nondir_post2,texture_energy_nondir_post3,texture_energy_nondir_post4,texture_entropy_nondir_post1,texture_entropy_nondir_post2,texture_entropy_nondir_post3,texture_entropy_nondir_post4,texture_inversediffmoment_nondir_post1,texture_inversediffmoment_nondir_post2,texture_inversediffmoment_nondir_post3,texture_inversediffmoment_nondir_post4,texture_sumaverage_nondir_post1,texture_sumaverage_nondir_post2,texture_sumaverage_nondir_post3,texture_sumaverage_nondir_post4,texture_sumentropy_nondir_post1,texture_sumentropy_nondir_post2,texture_sumentropy_nondir_post3,texture_sumentropy_nondir_post4,texture_sumvariance_nondir_post1,texture_sumvariance_nondir_post2,texture_sumvariance_nondir_post3,texture_sumvariance_nondir_post4,texture_variance_nondir_post1,texture_variance_nondir_post2,texture_variance_nondir_post3,texture_variance_nondir_post4
0,281.9299207961,393.2248037483,424.1259702700,493.9253936022,0.1032797670,0.1065116868,0.1124095922,0.1180232964,1.5247657427,1.5958000202,1.6169223009,1.6479161187,138.0252661729,191.2069988424,200.7614798930,234.8803061370,0.0010099401,0.0007947656,0.0007198006,0.0006326769,3.2220539180,3.3411127555,3.3809345091,3.4436421126,0.1103416876,0.0989992566,0.0948206456,0.0894757512,163.5025009450,170.0811202827,177.3153827896,157.9263781569,1.8312954855,1.9037353347,1.9278354059,1.9627414106,346.8692611310,486.9742118905,531.5514299046,626.1057378189,156.1832050623,218.9701789013,237.9615646400,279.1999190600
0,39.7629379168,69.2642998028,67.7994740302,83.7872640180,0.4948825717,0.5395250706,0.5442657980,0.5890554415,1.1313787298,1.2420240010,1.2408016702,1.2837274106,16.6178648858,30.4652196112,28.2715567373,35.1861857797,0.0028449626,0.0018591001,0.0016254875,0.0012789236,2.6844323145,2.8851734081,2.9252770142,3.0221299497,0.1995108677,0.1639264628,0.1568460222,0.1411619194,194.4292288908,195.2958579882,265.9899502207,257.0048840049,1.6340705526,1.7731437264,1.7835399067,1.8566988746,117.5848994054,230.8663517740,228.7010354723,321.9423073196,40.1818015075,77.0645750955,77.1251055842,105.1797760327
0,23.6092401600,54.0110503052,98.0124184382,149.3544516944,0.4616790737,0.5442353411,0.5474877824,0.5567694182,1.0136744263,1.1619265906,1.2702218552,1.3604483830,11.2410867007,27.9765697002,54.3401002862,81.9562615206,0.0077852646,0.0043222575,0.0035178981,0.0023367445,2.3681029900,2.6250936822,2.7880909174,2.9426278545,0.2755773253,0.2187712501,0.2026859558,0.1648579160,106.4315933488,145.2049042307,131.4662176384,146.8939170701,1.4521733888,1.6260501774,1.7272337921,1.8182590432,64.0864066172,182.9680121514,334.9895449234,524.4652776686,21.4348241545,58.3366181071,106.5478616738,166.0752688253
0,85.8129548763,125.6960126845,118.7394208775,114.7420721564,0.7221490537,0.7337256552,0.7687461349,0.7930632128,1.2550583205,1.3336076989,1.3164263332,1.3121130217,46.5324607968,67.4943272653,65.5004889031,62.2809086901,0.0032314606,0.0024849841,0.0029465329,0.0027788328,2.9291657246,3.0779717501,3.0491415843,3.0695767919,0.2082875016,0.1800714826,0.1973749964,0.1887753633,169.4620503223,178.1365928467,179.6652370555,202.5006498232,1.8260660641,1.9134614578,1.9144151209,1.9339087739,531.3018973142,817.3182367590,906.4733725317,991.8209082906,154.6635362374,236.3409969175,256.1962375722,277.0628068966
0,61.6849727001,126.8685833559,181.4930954374,183.5190745174,0.6425210888,0.6627063420,0.6724290429,0.6767457559,1.2012635026,1.3475149916,1.4265845620,1.4291596609,30.9432381711,64.5668086641,90.8046404023,91.4528781576,0.0022211018,0.0010544335,0.0006682756,0.0006321089,2.9017029802,3.2140503502,3.3901789531,3.4036313800,0.1998679517,0.1514984289,0.1279748310,0.1252415937,157.7581811106,189.1463460654,177.5437328270,202.4943454522,1.7739386402,1.9510600644,2.0451482727,2.0556498947,283.4134513597,625.3824908941,926.5878555975,951.8889967882,85.7232620722,187.0218706023,275.5155828327,282.2582348732
0,69.5357861454,139.5949985628,198.6188559931,255.5084794481,0.0450993173,0.0278726219,0.0290146694,0.0186385923,1.2379576078,1.3660207477,1.4398964028,1.4960555926,30.5262647209,63.5158880850,90.6536747690,113.6390851164,0.0058607300,0.0044318802,0.0033635889,0.0027188136,2.4639028601,2.6120610065,2.7170958604,2.8006081646,0.1900563154,0.1638490490,0.1420400062,0.1252954960,107.7479160678,98.7257832711,101.2086806554,101.6544984191,1.5015421773,1.6208629685,1.6959253271,1.7516487515,76.0879340016,147.5338882554,210.3743885726,265.0493553032,34.8143652702,68.4490939395,96.5301631164,123.2132106894
0,92.1176509273,138.7436406682,168.0586347494,185.4747862686,0.7229870609,0.7552841296,0.7653980443,0.7674952734,1.1850896545,1.2895742175,1.3352178790,1.3618761127,61.0452745907,88.5280654908,105.9311474020,115.6996701375,0.0057504281,0.0029317643,0.0020179267,0.0015579519,2.7246527424,2.9842103233,3.1164248728,3.2042726055,0.2614182039,0.2097804457,0.1871563487,0.1767279608,154.8075891096,161.3878863606,173.9423385506,173.3491253453,1.7197360645,1.8665831506,1.9474454967,1.9986973481,572.8101830999,994.8281447236,1264.0932949126,1409.1857795191,165.6526043146,284.2394907665,360.1349956645,401.6276234407
0,163.3444552797,314.4423575611,434.1450298893,522.9860108362,0.4511289563,0.4768443768,0.4971740246,0.5076401506,1.3852013365,1.5227415880,1.5923529333,1.6325069804,89.0808915431,170.8355520571,233.9634351277,280.5792067417,0.0017318394,0.0010066143,0.0007416617,0.0006385255,3.1069391635,3.3708955110,3.5137951671,3.5910799911,0.1559783176,0.1230731999,0.1085651020,0.1010491751,161.9372040039,171.8726194589,186.5559326036,187.2540133026,1.8394438517,1.9838122885,2.0647237328,2.1078251730,431.8071963927,887.5677594695,1292.5309141017,1601.2556843464,149.1871445427,300.8763548847,431.8569797482,531.2110048635
0,134.9755133080,386.5928517110,596.0299619772,763.8065399240,0.0967378770,0.1167674574,0.1131289023,0.1127209536,1.3873525313,1.6068037775,1.6974564955,1.7513857639,54.1971105900,164.9430249042,254.0978349029,321.3297162370,0.0015148289,0.0007797944,0.0005648542,0.0004980034,2.9463121780,3.2200486927,3.3523853633,3.4085750005,0.1154515395,0.0769906417,0.0618762155,0.0579155129,192.1630418251,165.9987832700,181.1873764259,194.6987072243,1.7096240884,1.9306465437,2.0221291512,2.0795584135,163.8322766789,488.7069186717,747.9591106074,957.6453443363,70.8012728014,209.7018869378,323.1784192340,416.2533460018
0,144.7204892966,356.9392456677,542.6546381244,683.3847094801,0.0607630344,0.0737128324,0.0711769088,0.0816785438,1.4018582339,1.5906091705,1.6805542346,1.7296071854,56.1035035293,147.7727594531,221.5618486618,272.3659186521,0.0014418290,0.0008565185,0.0006213469,0.0005343941,2.9437313734,3.1819953784,3.3095001019,3.3603628899,0.1038089765,0.0780688713,0.0614668882,0.0547098906,192.4477064220,166.3887869521,182.1066258919,196.0791029562,1.7160280405,1.9067146502,1.9964436396,2.0531853660,163.4346252186,413.7291709036,625.7543801546,804.7729476153,76.6545488024,193.0552774271,289.0838219753,366.9053633720
0,197.3177186312,293.3166539924,331.4211406844,327.6191634981,0.1552999371,0.1536220472,0.1455894755,0.1458024784,1.4427004136,1.5412973882,1.5627191035,1.5622091043,97.8402282178,132.9274308202,150.6239751565,145.5025991412,0.0020148911,0.0013254724,0.0012179560,0.0012210557,2.9199665489,3.0760930718,3.1037157639,3.1066508644,0.1312432542,0.1023311704,0.0999295838,0.1017042316,173.3730798479,166.2754372624,166.0477566540,195.4369581749,1.7576646105,1.8565085201,1.8723443295,1.8768964364,269.7082638986,399.5075563677,443.9834227241,439.0289915078,118.1237910856,174.4808939033,195.1276944065,193.2375642499
0,204.4910569560,272.0364708513,283.1947068358,265.5329774747,0.6574135445,0.6631629680,0.6563324283,0.6738367870,1.4418445036,1.5117579253,1.5261288101,1.5116702902,106.5910322367,135.7437989139,136.8315042807,129.2102874249,0.0009256755,0.0006554762,0.0005599884,0.0005756232,3.2855206730,3.4373502825,3.4756616213,3.4683177445,0.1272857121,0.1087515169,0.1018251780,0.1073633084,180.2585378123,178.9046168465,174.4761891454,209.2966575373,1.9929030564,2.0772932014,2.0965331817,2.0988781006,989.0789577636,1343.0453148873,1364.5635015693,1362.4467044950,301.0454918262,406.5779294781,414.4963695931,409.8960184633
0,167.0181213633,333.3970906068,492.8026600166,554.6351620948,0.2275923276,0.2623843530,0.2692860473,0.2816577178,1.4209206703,1.5699788902,1.6551774479,1.6805509540,77.9283747959,151.7077559979,217.8522310945,243.2637618063,0.0012523381,0.0007020410,0.0004562368,0.0004094847,3.0835583237,3.3457247746,3.5095756909,3.5516335670,0.1301918127,0.0991156490,0.0798576026,0.0742663594,163.4743973400,182.3497921862,222.5776392352,222.3285120532,1.7966566863,1.9524783960,2.0462873691,2.0754949635,265.3581558089,570.2740710291,855.5955099713,989.1746234718,108.2505379993,225.7572489858,337.0275425923,385.5679563975
0,29.4181623359,54.0119207072,66.6832306456,67.9683900348,0.2634427481,0.2531314053,0.2547778263,0.2688439654,0.9632335980,1.0481095197,1.0620819478,1.0587118610,19.0122235714,36.9523432381,47.4590110223,49.0401797193,0.0179814714,0.0122385334,0.0132727423,0.0131905409,2.0545505425,2.2055399349,2.1944556376,2.2153742360,0.3487589468,0.3032575019,0.3077580948,0.3182495670,214.6702384141,236.3933833378,242.9990624163,247.1821591214,1.2933409745,1.3723113646,1.3863774634,1.4020023714,50.4562184537,90.6152736588,112.2712286950,117.9215461552,19.8073734423,35.8662282497,45.0034204709,47.4761784452
0,76.0019857825,128.8913326436,183.7223408871,239.3699729667,0.3703380896,0.3881430586,0.3843829039,0.3863801361,1.2525182030,1.3645807899,1.4404078834,1.4987315449,37.2510179839,61.9004703271,87.0841168762,110.6349988950,0.0025949024,0.0015896855,0.0011250428,0.0008123041,2.8196547036,3.0418828324,3.1943525852,3.3172253451,0.1979203127,0.1615382753,0.1390624427,0.1203874724,130.0354604012,145.9800754264,160.3993758969,163.7237759904,1.6848875665,1.8064051947,1.8839887830,1.9444374641,165.3281655149,292.2664988496,412.9752484174,540.6301882984,60.4222061878,105.4661360499,149.2515469546,195.0884738367
0,106.2660550459,148.4487257900,180.8815494393,217.2956167176,0.1527754039,0.1596010321,0.1591019994,0.1558955571,1.2347451707,1.3299098536,1.3998859712,1.4541585873,66.7159315891,87.4941765096,97.5345143870,111.3588539020,0.0054033362,0.0035088288,0.0022770249,0.0016692696,2.5039150647,2.6613275794,2.8175670152,2.9289207294,0.2125096887,0.1642310655,0.1337371533,0.1197209345,121.5304791030,135.9337410805,146.9985728848,149.1626911315,1.5443275218,1.6384123852,1.7156619447,1.7736700951,144.5826082312,204.8202784610,249.3123323160,297.5486590167,63.3131335954,88.8413416587,108.4733663978,129.1039767405
0,286.9020091646,570.4788508988,927.9182234755,1095.8288685231,0.0580749171,0.0459813601,0.0394792464,0.0417389750,1.5401783275,1.6794866632,1.7823081555,1.8123074127,122.4261307818,244.9479668063,396.2394795895,467.0781047227,0.0013649010,0.0011948708,0.0007748582,0.0007706960,3.0397300957,3.1391046647,3.2752913457,3.2861042857,0.0987478645,0.0867726373,0.0665122147,0.0691424956,169.2393373282,191.6660204441,202.7712372224,202.2973211139,1.8256816158,1.9501348401,2.0522355547,2.0833703560,322.2712336814,625.4607170852,1004.0509457023,1190.8564362497,155.2412817732,302.3404808047,489.4614915086,569.0535090151
0,88.4209467171,130.7208806392,137.1702408842,150.1585270619,0.4337107745,0.4894134796,0.5338687392,0.5632597860,1.2463594604,1.3248122376,1.3372404069,1.3664468198,50.1103720420,73.8791360659,77.2689454219,81.8447819319,0.0042718203,0.0029707356,0.0029458621,0.0022039216,2.7585792477,2.9133264503,2.9540687905,3.0478154264,0.2215509718,0.1848549389,0.1879313268,0.1714878618,225.6316753769,191.5058869466,193.5933801886,200.6332071845,1.6648601366,1.7642364696,1.7971405921,1.8541769592,223.8359534795,381.2721915708,451.2499904185,537.2160967783,79.0611432366,129.3465439742,148.9319913095,174.8209695803
0,78.3410125904,135.0443343156,161.6851058130,164.9085186177,0.3812047002,0.3701115765,0.3670305072,0.3681236132,1.1806263647,1.2945953162,1.3175651934,1.3334625091,48.3306913118,82.5779261736,100.4596163201,100.4426323164,0.0092119367,0.0059471318,0.0073166405,0.0057045103,2.4307774100,2.6284040027,2.6012414970,2.6680568419,0.2705025891,0.2249573665,0.2351309443,0.2197027281,150.5440664345,165.6545673721,158.2548888294,151.6001875167,1.5529761515,1.6585473031,1.6684256025,1.6989327386,174.8604342544,293.7393690400,349.1899205140,357.0433377629,63.0941718539,106.6370074564,127.1453123254,129.4057242013
0,188.2661679135,338.7972568579,359.5487946800,343.3446384040,0.1473329972,0.1086302674,0.1095617099,0.1144417787,1.4085016686,1.5407554681,1.5553311162,1.5543614652,102.8704402681,180.6023391646,190.4493619374,175.0851388500,0.0016855893,0.0009806047,0.0009283766,0.0008722513,2.9857512315,3.2079104216,3.2366732692,3.2412354723,0.1342061156,0.1039509064,0.1004873801,0.0969405891,157.2222776392,222.8331670823,228.7271820449,231.3850374065,1.7365316820,1.8527445990,1.8637318658,1.8704529062,253.3091961424,421.3351759214,448.0063683684,431.9884045497,111.0928203805,190.6321930419,202.5846432184,194.6736289834
0,192.1169160432,340.9948046550,365.7842477140,345.4859102244,0.1432702336,0.1075751361,0.1072338113,0.1087940787,1.4122020654,1.5435959865,1.5618349935,1.5569141209,105.4791971633,180.2185179801,191.0336497545,175.0228237577,0.0017310803,0.0009299624,0.0008812618,0.0008535118,2.9839339200,3.2176348966,3.2493931934,3.2393275476,0.1357651655,0.1005731558,0.0963440388,0.0962839513,157.5224854530,223.1124272652,228.9646300914,231.6240648379,1.7378767733,1.8596628813,1.8705949806,1.8698845414,256.3517387934,423.1480001765,453.6344513802,429.7417567107,112.1267911822,191.2539502916,205.0093689232,194.3594713186
0,15.8405466970,21.5231586940,27.1017463933,31.3485193622,0.1582056607,0.1303429019,0.1278167569,0.1504158196,0.9392346415,1.0054216240,1.0545653791,1.0842109600,5.7573902169,8.3611934120,10.4203831791,12.2469073024,0.0095987925,0.0080617404,0.0067230176,0.0057844126,2.1116892365,2.2097071443,2.2694616246,2.3350685630,0.2570653708,0.2389627703,0.2214973832,0.2132766442,148.3113135915,149.4259681093,153.1351556568,160.8868640850,1.2761791195,1.3299451443,1.3769849688,1.4165676558,21.6995910611,27.8329778972,34.8336691671,41.9940339777,8.8052619532,11.6822141853,14.3501895947,16.7668298848
0,39.0030994646,82.5693622617,103.7660373814,98.4454775993,0.5524140919,0.5411361788,0.5305885223,0.5682633588,1.1078005963,1.2623218837,1.3182062932,1.3124371815,18.8253088568,38.8433209868,45.9063456751,41.4314183584,0.0036889038,0.0016576156,0.0011761348,0.0011429304,2.6283521312,2.9332258463,3.0497022138,3.0632659202,0.2188438745,0.1506136809,0.1265266685,0.1262327590,201.7783413168,223.1729125575,235.6093735325,238.7785291631,1.6448667396,1.8112728779,1.8620721088,1.8765319051,135.2319794785,277.2931969552,338.2384131231,357.3216654238,44.2113561573,90.9120660434,112.4705153007,116.5041909256
0,2.2500000000,3.2500000000,5.7500000000,9.7500000000,0.9566892062,0.9749134953,0.0823386970,-0.1173429298,0.4515449935,0.2442190503,0.4515449935,0.6020599913,0.6875000000,0.1875000000,0.6875000000,2.1875000000,0.2500000000,0.2500000000,0.2500000000,0.2500000000,0.6020599913,0.6020599913,0.6020599913,0.6020599913,0.4750000000,0.2750000000,0.2250000000,0.2096153846,192.7500000000,205.2500000000,223.7500000000,229.7500000000,0.6020599913,0.6020599913,0.6020599913,0.4515449935,9.6875000000,13.6875000000,6.6875000000,7.6875000000,3.6875000000,3.6875000000,3.6875000000,3.5000000000
0,153.8344546381,245.3883792049,277.9981651376,292.6411824669,0.0998211435,0.0993772763,0.0983385078,0.0984029602,1.3913481281,1.4786711312,1.5036148094,1.5228718832,75.4803765323,121.3328356407,136.8753905863,138.0863557023,0.0035649408,0.0025896727,0.0021913191,0.0018599673,2.7178345487,2.8458228520,2.9161316957,2.9561162506,0.1666940102,0.1450088495,0.1334424631,0.1208990118,200.8933741081,197.7410805301,200.3529051988,206.3639143731,1.6777024174,1.7661355422,1.7965355504,1.8141821278,187.9452058427,299.5133888426,338.5839186750,356.4027345248,85.2420652957,136.1726027551,153.4459045618,161.9283495487
0,68.9390438621,132.4988259604,114.1877524185,87.3753169907,0.6902065812,0.7173086965,0.7558710919,0.7588432105,1.2382856262,1.3758904362,1.3520015570,1.2959736874,30.3864566122,58.6312024700,44.2194848915,35.3341416354,0.0017520416,0.0009620707,0.0007929261,0.0010586139,2.9432538808,3.1766739783,3.2124646420,3.1098390918,0.1599647747,0.1227059847,0.1117393230,0.1347098453,203.6998215460,190.4368366676,171.8995961304,246.6171691556,1.8503314719,2.0103684805,2.0308179455,1.9781221297,375.2616351706,801.6469684098,817.1678095485,633.1982325048,111.0982480740,233.8639342161,238.1414844108,183.2767375965
0,66.2354829329,178.5973694806,156.5814208384,237.9456896166,0.8024370806,0.8276032643,0.8418558866,0.8506659194,1.2288773478,1.4388057354,1.4112790958,1.4976698660,30.3664868740,81.1620205868,71.0464373033,109.2927769915,0.0012563588,0.0004404585,0.0004865034,0.0003022503,3.1106380512,3.5491246458,3.5083912102,3.6907725418,0.1749068890,0.1153291009,0.1224810287,0.1020179272,210.5263611148,189.3973963226,274.5254551962,251.4060976155,1.9431251255,2.1861149775,2.1732034793,2.2736698334,604.1240870001,1892.4819902682,1822.6219194736,2947.0164026706,167.4562055401,517.2181664743,494.7477039091,797.1232063329
0,108.9312039312,173.5537381537,235.6415233415,250.4852228852,0.3147752067,0.3150094136,0.3120638964,0.3107843837,1.2670838839,1.3800655392,1.4575481820,1.4796017714,65.1986782280,99.2310622670,128.7372465938,132.5329671579,0.0047748614,0.0028734350,0.0019485361,0.0017185711,2.7040358236,2.9313005746,3.0920727143,3.1446397400,0.2171381462,0.1762437519,0.1465274365,0.1397308025,143.5079677080,173.5060723061,195.0732537733,201.5236223236,1.6270439088,1.7510183721,1.8387084175,1.8678909123,209.0095012752,333.1783590555,449.4241530142,476.3831029195,79.2159270629,126.2985907675,170.7052132989,181.1388876973
0,185.3462428962,244.5154704273,256.4045464113,296.9642180594,0.5717755126,0.5788534796,0.5782198681,0.5903627345,1.4029835505,1.4845672074,1.5026825719,1.5345175259,103.6552363700,123.5478824850,125.0510434144,143.9414337258,0.0013466019,0.0008206184,0.0007474969,0.0006432527,3.0733533469,3.2527496107,3.2919073207,3.3457965068,0.1516384498,0.1140050209,0.1116948185,0.1080312453,195.5651441802,209.9128604504,197.1475478847,223.8680277836,1.9274169446,2.0259066200,2.0547581165,2.0985287331,679.9683409548,916.1769994162,959.0005407141,1152.3751322712,217.7102815231,290.3864119202,303.2461119863,360.5500815369
0,975.7268923057,1011.6339244200,875.6651488673,819.1408026166,0.2786423495,0.2793953999,0.2794375079,0.2750371090,1.6763503051,1.7265616566,1.7257162045,1.7261555898,570.1608542641,563.2189582637,466.9526506212,426.0453799893,0.0013499520,0.0007472692,0.0005592321,0.0004597369,3.3728769793,3.5295446412,3.5836670816,3.6197936316,0.1326974480,0.1085303168,0.0974293323,0.0927217762,134.1283930032,161.0949720223,170.5867149797,173.1294832534,2.0450116122,2.1069991563,2.1126849653,2.1190289917,1729.4620228765,1796.0531806966,1554.7757892616,1440.6320292002,674.7239530863,699.3919693484,604.7856347966,562.0556297526
0,57.4483917834,69.0673722388,72.9351198872,73.8672916424,0.7802693004,0.7990697047,0.8200812560,0.8278435407,1.1729246795,1.2192751156,1.2351533402,1.2408777269,30.9381841221,35.8847289853,36.8282716848,36.4411365630,0.0025181257,0.0017382675,0.0012431436,0.0010723986,2.9196369653,3.0477208413,3.1360568808,3.1766836834,0.2272508430,0.2044609702,0.1901111227,0.1805553227,192.5348314368,205.3132973477,204.9421826781,217.4992417574,1.8566093710,1.9321879863,1.9881148981,2.0107149866,465.2832417378,618.1850457221,737.4784222187,783.8692025811,129.0048218010,169.6542400660,199.8569509937,211.4758540974
0,1.2500000000,1.7500000000,0.5000000000,5.0000000000,0.7777777778,0.9827076298,0.8703882798,0.9759000729,0.4515449935,0.2442190503,0.3010299957,0.3010299957,0.6875000000,0.1875000000,0.2500000000,1.0000000000,0.3750000000,0.2500000000,0.3750000000,0.2500000000,0.4515449935,0.6020599913,0.4515449935,0.6020599913,0.6750000000,0.4250000000,0.7500000000,0.3000000000,112.2500000000,148.2500000000,201.0000000000,212.0000000000,0.4515449935,0.6020599913,0.4515449935,0.6020599913,4.1875000000,6.6875000000,1.5000000000,21.0000000000,1.6875000000,1.2500000000,0.6875000000,7.5000000000
0,29.0583941606,53.6849148418,68.1313868613,64.5121654501,0.1060681472,0.1333796707,0.1505854877,0.1401707206,1.0609438504,1.1807763051,1.2286997990,1.2249592119,12.9022975237,23.9943479496,28.5731022194,26.2439439146,0.0094274839,0.0059820863,0.0044369853,0.0052509753,2.1588643081,2.3456326061,2.4522690708,2.3992943971,0.2414762886,0.1929774750,0.1429922422,0.1515938883,116.0924574209,153.2493917275,207.3017031630,218.0182481752,1.3629307879,1.5024825517,1.5703554120,1.5511002616,35.9452229149,70.1336675132,92.1936467343,85.4510052036,15.5086534534,28.5843500808,37.4344530875,34.2273740388
0,15.0177238806,27.3152985075,33.6110074627,30.6958955224,0.3530050920,0.3700963791,0.3711002351,0.3789422963,0.9104426464,1.0277171983,1.0719580467,1.0479023313,7.4295491410,13.7245210515,16.1538891944,15.9823735799,0.0165647973,0.0125898029,0.0088863054,0.0124819002,1.9541294922,2.1124188284,2.2160452031,2.1187229340,0.3224045393,0.2719011710,0.2345668133,0.2752704617,114.3666044776,151.6809701493,204.1856343284,214.4496268657,1.2514571988,1.3797900309,1.4231461170,1.3851539189,30.3534742913,57.5306826409,71.3265473588,66.4041789652,9.0692726317,17.7371970024,21.9407301181,20.3933364892
0,163.0542404208,282.0331094050,354.3803582853,404.1529821568,0.1825525889,0.1979809160,0.2048166063,0.2028119872,1.3795131623,1.4866239031,1.5390028244,1.5672474842,89.6083534694,155.9986882420,192.9456937440,218.2078564603,0.0030974649,0.0023889186,0.0018024168,0.0015805310,2.8659267131,3.0389654677,3.1486048116,3.2042572530,0.1778739558,0.1539103420,0.1370461728,0.1299887366,155.3488661406,169.9216073079,181.8628350039,177.8687708822,1.6960944521,1.8048949937,1.8633274248,1.8942342455,235.8766573836,421.2696596615,536.9222890552,609.7602723430,98.9216404791,175.0757738131,222.1117721348,253.0219717165
0,332.9047015895,521.6730333071,618.5555895963,648.6017092532,0.0769540666,0.0650912989,0.0576368848,0.0500810582,1.5088796614,1.6162371017,1.6598551062,1.6748837126,195.4617471511,294.2117911299,339.2890535759,348.6222300736,0.0017888102,0.0011619817,0.0009665197,0.0009240109,3.0712666445,3.2685170115,3.3486149809,3.3708797543,0.1375960590,0.1135151448,0.1040109646,0.1030312105,162.0279068279,175.3560121084,186.7293865345,181.8527563880,1.7779118715,1.8864097461,1.9293723653,1.9424337802,388.4124370559,594.3138247640,694.2188366492,716.9907431842,179.8169938343,278.4484682047,327.9217583991,341.1796223920
0,80.2818972845,88.6688363978,109.8466313247,96.0189460028,0.6779035187,0.6900159197,0.7023816893,0.7177408588,1.1785425421,1.2116515850,1.2620057803,1.2411168492,50.8591715329,54.7107003992,66.7293097782,57.5484849981,0.0084461929,0.0074258587,0.0057737761,0.0060727867,2.6479287992,2.7351016735,2.8445684663,2.8309646211,0.2753822887,0.2639374445,0.2403743357,0.2483086818,222.0142598309,235.6507627612,202.0981635575,219.1523732832,1.6609167990,1.7137555502,1.7721843657,1.7716046798,418.1816626260,483.3883227976,628.2899098382,584.3005644252,124.1393117332,142.6268675057,183.9658839622,169.2146779304
0,10.5000000000,14.5000000000,5.5000000000,7.7500000000,0.1577071062,-0.0685582950,0.9930191119,0.9959100033,0.4515449935,0.4515449935,0.4515449935,0.2442190503,1.5000000000,2.2500000000,1.5000000000,0.1875000000,0.2500000000,0.2500000000,0.2500000000,0.2500000000,0.6020599913,0.6020599913,0.6020599913,0.6020599913,0.1346153846,0.1067567568,0.3147058824,0.1250000000,119.5000000000,162.0000000000,201.5000000000,191.7500000000,0.6020599913,0.6020599913,0.6020599913,0.6020599913,12.2500000000,12.5000000000,17.2500000000,40.6875000000,2.1875000000,4.6875000000,2.1875000000,11.2500000000
0,30.7193548387,79.4967741935,146.4612903226,181.4838709677,0.0949029065,0.1108217257,0.0174993736,0.0243553118,1.0680498384,1.2435392826,1.3680860614,1.4167748680,10.1194693028,25.4031217482,43.6678563996,55.6099479709,0.0140894901,0.0083870968,0.0053485952,0.0064516129,1.9396672372,2.1563247713,2.3128668925,2.2649341870,0.1871648292,0.1146656320,0.0686644548,0.0670145730,99.1516129032,126.8967741935,176.0419354839,209.4322580645,1.3455257995,1.5337194576,1.6313858787,1.6903098143,36.6318522373,98.5377315297,150.9885639958,189.9486368366,16.5140894901,43.9163475546,74.8308012487,96.5863059313
0,1.0000000000,3.7500000000,1.7500000000,6.2500000000,1.0000000000,0.3223291856,0E-10,0.0526315789,0.2442190503,0.4515449935,0.2442190503,0.4515449935,0.7500000000,0.6875000000,0.1875000000,1.1875000000,0.6250000000,0.2500000000,0.2500000000,0.2500000000,0.2442190503,0.6020599913,0.6020599913,0.6020599913,0.8000000000,0.3250000000,0.4250000000,0.2397058824,144.5000000000,181.2500000000,184.2500000000,170.2500000000,0.2442190503,0.6020599913,0.4515449935,0.4515449935,0.7500000000,5.1875000000,1.6875000000,6.1875000000,0E-10,0.6875000000,0.5000000000,1.1875000000
0,177.2500000000,278.2500000000,286.5000000000,269.5000000000,0.9146591208,0.8718554661,0.9308558057,0.8750793850,0.4515449935,0.6020599913,0.6020599913,0.6020599913,91.6875000000,128.1875000000,142.5000000000,125.5000000000,0.3750000000,0.2500000000,0.2500000000,0.2500000000,0.4515449935,0.6020599913,0.6020599913,0.6020599913,0.5016216586,0.1760877021,0.3760090791,0.1761805403,122.7500000000,141.7500000000,132.5000000000,157.0000000000,0.4515449935,0.6020599913,0.6020599913,0.6020599913,451.6875000000,636.1875000000,760.2500000000,596.5000000000,42.1875000000,53.2500000000,72.6875000000,47.1875000000
0,106.4241064007,180.7568578554,222.5038653367,265.6079384871,0.1533383259,0.1457280601,0.1445071415,0.1399109847,1.3270921380,1.4482757545,1.4932828861,1.5308183839,49.3129803021,77.2131225068,92.0306914119,106.6415372814,0.0020886721,0.0011298403,0.0009567968,0.0008003578,2.8465909225,3.0977910746,3.1636437551,3.2352360710,0.1523572966,0.1185351253,0.1088208102,0.0989150307,125.3671654198,135.5280964256,140.1877389859,146.3631338321,1.6473378472,1.7809493846,1.8244300078,1.8649987209,144.6944497374,242.0944308735,297.3322935578,351.6501371450,59.0030701768,101.7640333635,125.6927231934,150.4132839331
